Type,Category,Class,Generic,Brand
Prescription,Mental Health,CNS Stimulants,Mixed amphetamine salts,Adderall
Prescription,Mental Health,CNS Stimulants,Mixed amphetamine salts,Adderall XR
Prescription,Mental Health,CNS Stimulants,Mixed amphetamine salts,Mydayis
Prescription,Mental Health,CNS Stimulants,Methylphenidate,Ritalin
Prescription,Mental Health,CNS Stimulants,Methylphenidate,Concerta
Prescription,Mental Health,CNS Stimulants,Methylphenidate,Metadate
Prescription,Mental Health,CNS Stimulants,Methylphenidate,Daytrana
Prescription,Mental Health,CNS Stimulants,Methylphenidate,Quillivant XR
Prescription,Mental Health,CNS Stimulants,Methylphenidate,Quillichew ER
Prescription,Mental Health,CNS Stimulants,Lisdexamfetamine,Vyvanse
Prescription,Mental Health,CNS Stimulants,Dexmethylphenidate,Focalin
Prescription,Mental Health,CNS Stimulants,Dexmethylphenidate,Focalin XR
Prescription,Mental Health,Migraine,Sumatriptan,Imitrex
Prescription,Mental Health,Migraine/Anticonvulsant,Topiramate,Topamax
Prescription,Mental Health,Migraine/Anticonvulsant,Topiramate,Trokendi XR
Prescription,Mental Health,Migraine/Anticonvulsant,Topiramate,Qudexy XR
Prescription,Mental Health,Neuro/Cognitive,Donepezil,Aricept
Prescription,Mental Health,Neuro/Cognitive,Memantine,Namenda
Prescription,Mental Health,Neuro/Cognitive,Memantine,Namenda XR
Prescription,Mental Health,Neuro/Cognitive,Rivastigmine (patch),Exelon
Prescription,Mental Health,Addiction,Naltrexone,Revia
Prescription,Mental Health,Addiction,Naltrexone,Vivitrol
Prescription,Mental Health,Addiction,Buprenorphine/Naloxone,Suboxone
Prescription,Mental Health,Addiction,Buprenorphine/Naloxone,Zubsolv
Prescription,Mental Health,Addiction,Buprenorphine/Naloxone,Bunavail
Prescription,Mental Health,Addiction,Disulfiram,Antabuse
Prescription,Mental Health,Addiction,Acamprosate,Campral
Prescription,Mental Health,Smoking Cessation,Varenicline,Chantix
Prescription,Mental Health,CNS Stimulants/ADHD,Atomoxetine,Strattera
Prescription,Mental Health,CNS Stimulants/ADHD,Guanfacine ER,Intuniv
Prescription,Mental Health,CNS Stimulants/ADHD,Clonidine ER,Kapvay
Prescription,Mental Health,Psychiatry,Lithium,Lithobid
Prescription,Mental Health,Sleep,Doxepin (low-dose),Silenor
Prescription,Mental Health,Sleep,Ramelteon,Rozerem
Prescription,Mental Health,Sleep,Suvorexant,Belsomra
Prescription,Mental Health,Neurology,Carbidopa/Levodopa,Sinemet
Prescription,Mental Health,Neurology,Carbidopa/Levodopa,Rytary
Prescription,Mental Health,Neurology,Carbidopa/Levodopa,Duopa
Prescription,Mental Health,Neurology,Pramipexole,Mirapex
Prescription,Mental Health,Neurology,Ropinirole,Requip
Prescription,Other,Osteoporosis Medications,Alendronate,Fosamax
Prescription,Other,Osteoporosis Medications,Alendronate,Binosto
Prescription,Other,Osteoporosis Medications,Risedronate,Actonel
Prescription,Other,Osteoporosis Medications,Risedronate,Atelvia
Prescription,Other,Osteoporosis Medications,Ibandronate,Boniva
Prescription,Other,Osteoporosis Medications,Zoledronic acid,Reclast
Prescription,Other,Osteoporosis Medications,Zoledronic acid,Zometa
Prescription,Other,Osteoporosis Medications,Denosumab,Prolia
Prescription,Other,Osteoporosis Medications,Denosumab,Xgeva
Prescription,Other,Osteoporosis Medications,Raloxifene,Evista
Prescription,Other,Osteoporosis Medications,Calcitonin,Miacalcin
Prescription,Other,Osteoporosis Medications,Calcitonin,Fortical
Prescription,Other,Osteoporosis Medications,Teriparatide,Forteo
Prescription,Other,Osteoporosis Medications,Abaloparatide,Tymlos
Prescription,Other,Osteoporosis Medications,Romosozumab,Evenity
Prescription,Other,Contraceptives,Ethinyl estradiol/Levonorgestrel,Aviane
Prescription,Other,Contraceptives,Ethinyl estradiol/Levonorgestrel,Seasonale
Prescription,Other,Contraceptives,Ethinyl estradiol/Levonorgestrel,Levora
Prescription,Other,Contraceptives,Ethinyl estradiol/Desogestrel,Desogen
Prescription,Other,Contraceptives,Ethinyl estradiol/Desogestrel,Apri
Prescription,Other,Contraceptives,Ethinyl estradiol/Drospirenone,Yaz
Prescription,Other,Contraceptives,Ethinyl estradiol/Drospirenone,Yasmin
Prescription,Other,Contraceptives,Ethinyl estradiol/Drospirenone,Ocella
Prescription,Other,Contraceptives,Ethinyl estradiol/Norethindrone,Loestrin
Prescription,Other,Contraceptives,Ethinyl estradiol/Norethindrone,Microgestin
Prescription,Other,Contraceptives,Ethinyl estradiol/Norethindrone,Ortho-Novum
Prescription,Other,Contraceptives,Ethinyl estradiol/Norgestimate,Ortho Tri-Cyclen
Prescription,Other,Contraceptives,Ethinyl estradiol/Norgestimate,TriNessa
Prescription,Other,Contraceptives,Ethinyl estradiol/Norgestimate,Tri-Sprintec
Prescription,Other,Contraceptives,Ethinyl estradiol/Levonorgestrel patch,Ortho Evra
Prescription,Other,Contraceptives,Ethinyl estradiol/Levonorgestrel patch,Xulane
Prescription,Other,Contraceptives,Etonogestrel/Ethinyl estradiol ring,NuvaRing
Prescription,Other,Contraceptives,Etonogestrel/Ethinyl estradiol ring,EluRyng
Prescription,Other,Contraceptives,Levonorgestrel IUD,Mirena
Prescription,Other,Contraceptives,Levonorgestrel IUD,Liletta
Prescription,Other,Contraceptives,Levonorgestrel IUD,Skyla
Prescription,Other,Contraceptives,Levonorgestrel IUD,Kyleena
Prescription,Other,Contraceptives,Copper IUD,ParaGard
Prescription,Other,Contraceptives,Etonogestrel implant,Nexplanon
Prescription,Other,Contraceptives,Depot medroxyprogesterone,Depo-Provera
Prescription,Other,Contraceptives,Norethindrone,Aygestin
Prescription,Other,Contraceptives,Norethindrone,Camila
Prescription,Other,Contraceptives,Norethindrone,Micronor
Prescription,Other,Contraceptives,Drospirenone-only pill,Slynd
Prescription,Other,Contraceptives,Desogestrel-only pill,
Prescription,Other,Biologics,Adalimumab,Humira
Prescription,Other,Biologics,Adalimumab,Amjevita
Prescription,Other,Biologics,Adalimumab,Hyrimoz
Prescription,Other,Biologics,Adalimumab,Hadlima
Prescription,Other,Biologics,Adalimumab,Yuflyma
Prescription,Other,Biologics,Adalimumab,Abrilada
Prescription,Other,Biologics,Adalimumab,Cyltezo
Prescription,Other,Biologics,Adalimumab,Idacio
Prescription,Other,Biologics,Etanercept,Enbrel
Prescription,Other,Biologics,Etanercept,Erelzi
Prescription,Other,Biologics,Infliximab,Remicade
Prescription,Other,Biologics,Infliximab,Inflectra
Prescription,Other,Biologics,Infliximab,Renflexis
Prescription,Other,Biologics,Infliximab,Avsola
Prescription,Other,Biologics,Infliximab,Ixifi
Prescription,Other,Biologics,Certolizumab,Cimzia
Prescription,Other,Biologics,Golimumab,Simponi
Prescription,Other,Biologics,Golimumab,Simponi Aria
Prescription,Other,Biologics,Tocilizumab,Actemra
Prescription,Other,Biologics,Sarilumab,Kevzara
Prescription,Other,Biologics,Ustekinumab,Stelara
Prescription,Other,Biologics,Guselkumab,Tremfya
Prescription,Other,Biologics,Risankizumab,Skyrizi
Prescription,Other,Biologics,Secukinumab,Cosentyx
Prescription,Other,Biologics,Ixekizumab,Taltz
Prescription,Other,Biologics,Brodalumab,Siliq
Prescription,Other,Biologics,Dupilumab,Dupixent
Prescription,Other,Biologics,Natalizumab,Tysabri
Prescription,Other,Biologics,Vedolizumab,Entyvio
Prescription,Other,Biologics,Belimumab,Benlysta
Prescription,Other,Biologics,Ocrelizumab,Ocrevus
Prescription,Other,Biologics,Rituximab,Rituxan
Prescription,Other,Biologics,Rituximab,Ruxience
Prescription,Other,Biologics,Rituximab,Truxima
Prescription,Other,Biologics,Rituximab,Riabni
Prescription,Other,Biologics,Ofatumumab,Kesimpta
Prescription,Other,Biologics,Ofatumumab,Arzerra
Prescription,Other,Vaccines,Influenza vaccine,Fluzone
Prescription,Other,Vaccines,Influenza vaccine,Fluarix
Prescription,Other,Vaccines,Influenza vaccine,FluLaval
Prescription,Other,Vaccines,Influenza vaccine,Fluvirin
Prescription,Other,Vaccines,Influenza vaccine,Afluria
Prescription,Other,Vaccines,Influenza vaccine,Flucelvax
Prescription,Other,Vaccines,Influenza vaccine,Flublok
Prescription,Other,Vaccines,COVID-19 mRNA vaccine,Comirnaty
Prescription,Other,Vaccines,COVID-19 mRNA vaccine,Spikevax
Prescription,Other,Vaccines,COVID-19 protein subunit vaccine,Novavax COVID-19 Vaccine
Prescription,Other,Vaccines,Pneumococcal conjugate vaccine,Prevnar 13
Prescription,Other,Vaccines,Pneumococcal conjugate vaccine,Prevnar 20
Prescription,Other,Vaccines,Pneumococcal polysaccharide vaccine,Pneumovax 23
Prescription,Other,Vaccines,Tdap vaccine,Boostrix
Prescription,Other,Vaccines,Tdap vaccine,Adacel
Prescription,Other,Vaccines,Td vaccine,Tenivac
Prescription,Other,Vaccines,Hepatitis B vaccine,Engerix-B
Prescription,Other,Vaccines,Hepatitis B vaccine,Recombivax HB
Prescription,Other,Vaccines,Hepatitis B vaccine,Heplisav-B
Prescription,Other,Vaccines,Hepatitis A vaccine,Havrix
Prescription,Other,Vaccines,Hepatitis A vaccine,Vaqta
Prescription,Other,Vaccines,Hepatitis A vaccine,Twinrix
Prescription,Other,Vaccines,HPV vaccine,Gardasil 9
Prescription,Other,Vaccines,MMR vaccine,M-M-R II
Prescription,Other,Vaccines,MMR vaccine,Priorix
Prescription,Other,Vaccines,Varicella vaccine,Varivax
Prescription,Other,Vaccines,Shingles vaccine (Shingrix),Shingrix
Prescription,Other,Vaccines,Meningococcal conjugate vaccine,Menveo
Prescription,Other,Vaccines,Meningococcal conjugate vaccine,MenQuadfi
Prescription,Other,Vaccines,Meningococcal B vaccine,Bexsero
Prescription,Other,Vaccines,Meningococcal B vaccine,Trumenba
Prescription,Other,Vaccines,Polio vaccine (IPV),IPOL
Prescription,Other,Vaccines,Rotavirus vaccine,RotaTeq
Prescription,Other,Vaccines,Rotavirus vaccine,Rotarix
Prescription,Other,Vaccines,RSV vaccine,Arexvy
Prescription,Other,Vaccines,RSV vaccine,Abrysvo
Prescription,Other,Vaccines,Haemophilus influenzae type b vaccine,ActHIB
Prescription,Other,Vaccines,Haemophilus influenzae type b vaccine,Hiberix
Prescription,Other,Vaccines,Yellow fever vaccine,YF-VAX
Prescription,Other,Electrolytes/Vitamins,Potassium chloride,K-Tab
Prescription,Other,Electrolytes/Vitamins,Potassium chloride,Klor-Con
Prescription,Other,Electrolytes/Vitamins,Potassium chloride,K-Dur
Prescription,Other,Electrolytes/Vitamins,Ergocalciferol (D2),Drisdol
Prescription,Other,Electrolytes/Vitamins,Cholecalciferol (D3),D-Vi-Sol
Prescription,Other,Electrolytes/Vitamins,Cyanocobalamin,Nascobal
Prescription,Other,Electrolytes/Vitamins,Folic acid,Folvite
Prescription,Other,Gout,Allopurinol,Zyloprim
Prescription,Other,Gout,Allopurinol,Aloprim
Prescription,Other,Gout,Colchicine,Colcrys
Prescription,Other,Gout,Colchicine,Mitigare
Prescription,Other,Gout,Febuxostat,Uloric
Prescription,Other,Antiemetic,Ondansetron,Zofran
Prescription,Other,Antiemetic,Ondansetron,Zofran ODT
Prescription,Other,Antiemetic,Promethazine,Phenergan
Prescription,Other,Antiemetic,Prochlorperazine,Compazine
Prescription,Other,Antiemetic,Scopolamine (patch),Transderm Scop
Prescription,Other,Rheumatology,Methotrexate,Rasuvo
Prescription,Other,Rheumatology,Methotrexate,Otrexup
Prescription,Other,Rheumatology,Methotrexate,Trexall
Prescription,Other,Rheumatology,Hydroxychloroquine,Plaquenil
Prescription,Other,Allergy/Emergency,Epinephrine auto-injector,EpiPen
Prescription,Other,Allergy/Emergency,Epinephrine auto-injector,Auvi-Q
Prescription,Other,Allergy/Emergency,Epinephrine auto-injector,Adrenaclick
Prescription,Other,Emergency,Naloxone (nasal),Narcan
Prescription,Other,Emergency,Naloxone (nasal),Kloxxado
Prescription,Other,Allergy/ENT,Fluticasone (nasal),Flonase
Prescription,Other,Allergy/ENT,Fluticasone (nasal),Xhance
Prescription,Other,Allergy/ENT,Mometasone (nasal),Nasonex
Prescription,Other,Allergy/ENT,Triamcinolone (nasal),Nasacort
Prescription,Other,Allergy/ENT,Budesonide (nasal),Rhinocort
Prescription,Other,Allergy/ENT,Azelastine (nasal),Astelin
Prescription,Other,Allergy/ENT,Azelastine (nasal),Astepro
Prescription,Other,Allergy/ENT,Ipratropium (nasal),Atrovent Nasal
Prescription,Other,Allergy/ENT,Pseudoephedrine,
Prescription,Other,Allergy/ENT,Phenylephrine,
Prescription,Other,Otic,Ofloxacin (otic),Floxin Otic
Prescription,Other,Otic,Ciprofloxacin/Dexamethasone (otic),Ciprodex
Prescription,Other,Otic,Neomycin/Polymyxin B/Hydrocortisone (otic),Cortisporin Otic
Prescription,Other,Dermatology,Hydrocortisone (topical),Ala-Cort
Prescription,Other,Dermatology,Triamcinolone (topical),Kenalog
Prescription,Other,Dermatology,Betamethasone dipropionate (topical),Diprolene
Prescription,Other,Dermatology,Mometasone (topical),Elocon
Prescription,Other,Dermatology,Desonide (topical),DesOwen
Prescription,Other,Dermatology,Fluocinolone (topical),Synalar
Prescription,Other,Dermatology,Clotrimazole/Betamethasone (topical),
Prescription,Other,Dermatology,Ketoconazole (topical),
Prescription,Other,Dermatology,Terbinafine (topical),
Prescription,Other,Dermatology,Mupirocin (topical),Bactroban
Prescription,Other,Dermatology,Metronidazole (topical),MetroGel
Prescription,Other,Dermatology,Metronidazole (topical),MetroCream
Prescription,Other,Dermatology,Metronidazole (topical),MetroLotion
Prescription,Other,Dermatology,Ivermectin (topical),Soolantra
Prescription,Other,Dermatology,Tacrolimus (topical),Protopic
Prescription,Other,Dermatology,Pimecrolimus (topical),Elidel
Prescription,Other,Dermatology,Calcipotriene (topical),Dovonex
Prescription,Other,Dermatology,Apremilast,Otezla
Prescription,Other,Dermatology,Tretinoin (topical),Retin-A
Prescription,Other,Dermatology,Tretinoin (topical),Altreno
Prescription,Other,Dermatology,Tretinoin (topical),Atralin
Prescription,Other,Dermatology,Adapalene (topical),Differin
Prescription,Other,Dermatology,Clindamycin (topical),Cleocin T
Prescription,Other,Dermatology,Clindamycin (topical),Clindagel
Prescription,Other,Dermatology,Clindamycin/Benzoyl peroxide (topical),BenzaClin
Prescription,Other,Dermatology,Clindamycin/Benzoyl peroxide (topical),Duac
Prescription,Other,Dermatology,Clindamycin/Benzoyl peroxide (topical),Onexton
Prescription,Other,Dermatology,Benzoyl peroxide (topical),Benzac
Prescription,Other,Dermatology,Permethrin 5% (topical),Elimite
Prescription,Other,Dermatology,Imiquimod (topical),Aldara
Prescription,Other,Dermatology,Imiquimod (topical),Zyclara
Prescription,Other,Dermatology,Podofilox (topical),Condylox
Prescription,Other,Anticonvulsants,Gabapentin,Neurontin
Prescription,Other,Anticonvulsants,Gabapentin,Gralise
Prescription,Other,Anticonvulsants,Gabapentin,Horizant
Prescription,Other,Anticonvulsants,Pregabalin,Lyrica
Prescription,Other,Anticonvulsants,Levetiracetam,Keppra
Prescription,Other,Anticonvulsants,Levetiracetam,Keppra XR
Prescription,Other,Anticonvulsants,Lamotrigine,Lamictal
Prescription,Other,Anticonvulsants,Lamotrigine,Lamictal XR
Prescription,Other,Anticonvulsants,Valproic acid,Depakene
Prescription,Other,Anticonvulsants,Topiramate,Topamax
Prescription,Other,Anticonvulsants,Topiramate,Trokendi XR
Prescription,Other,Anticonvulsants,Topiramate,Qudexy XR
Prescription,Other,Anticonvulsants,Carbamazepine,Tegretol
Prescription,Other,Anticonvulsants,Carbamazepine,Carbatrol
Prescription,Other,Anticonvulsants,Carbamazepine,Equetro
Prescription,Other,Anticonvulsants,Oxcarbazepine,Trileptal
Prescription,Other,Anticonvulsants,Oxcarbazepine,Oxtellar XR
Prescription,Other,Anticonvulsants,Phenytoin,Dilantin
Prescription,Other,Anticonvulsants,Phenytoin,Phenytek
Prescription,Other,Anticonvulsants,Fosphenytoin,Cerebyx
Prescription,Other,Anticonvulsants,Clonazepam,Klonopin
Prescription,Other,Anticonvulsants,Phenobarbital,
Prescription,Other,Anticonvulsants,Primidone,Mysoline
Prescription,Other,Anticonvulsants,Zonisamide,Zonegran
Prescription,Other,Anticonvulsants,Tiagabine,Gabitril
Prescription,Other,Anticonvulsants,Lacosamide,Vimpat
Prescription,Other,Anticonvulsants,Rufinamide,Banzel
Prescription,Other,Anticonvulsants,Ethosuximide,Zarontin
Prescription,Other,Anticonvulsants,Felbamate,Felbatol
Prescription,Other,Anticonvulsants,Brivaracetam,Briviact
Prescription,Other,Antihistamines,Diphenhydramine,Benadryl
Prescription,Other,Antihistamines,Chlorpheniramine,Chlor-Trimeton
Prescription,Other,Antihistamines,Hydroxyzine,Vistaril
Prescription,Other,Antihistamines,Hydroxyzine,Atarax
Prescription,Other,Antihistamines,Brompheniramine,Dimetapp
Prescription,Other,Antihistamines,Clemastine,Tavist
Prescription,Other,Antihistamines,Loratadine,Claritin
Prescription,Other,Antihistamines,Cetirizine,Zyrtec
Prescription,Other,Antihistamines,Levocetirizine,Xyzal
Prescription,Other,Antihistamines,Fexofenadine,Allegra
Prescription,Other,Antihistamines,Desloratadine,Clarinex
Prescription,Other,Antihistamines,Olopatadine,Patanol
Prescription,Other,Antihistamines,Olopatadine,Pataday
Prescription,Other,Antihistamines,Ketotifen,Zaditor
Prescription,Other,Antihistamines,Ketotifen,Alaway
Prescription,Other,Antihistamines,Azelastine,
Prescription,Other,Antihistamines,Epinastine,Elestat
Prescription,Other,Antihistamines,Bilastine,
Prescription,Other,Antihistamines,Carbinoxamine,Karbinal ER
Prescription,Other,Antihistamines,Cyproheptadine,Periactin
Prescription,Other,Antihistamines,Triprolidine,Actifed
Prescription,Other,Antihistamines,Promethazine,Phenergan
Prescription,Other,Antihistamines,Meclizine,Antivert
Prescription,Other,Antihistamines,Meclizine,Bonine
Prescription,Other,Urologics,Tamsulosin,Flomax
Prescription,Other,Urologics,Finasteride,Proscar
Prescription,Other,Urologics,Finasteride,Propecia
Prescription,Other,Urologics,Oxybutynin,Ditropan
Prescription,Other,Urologics,Oxybutynin,Oxytrol
Prescription,Other,Urologics,Oxybutynin,Gelnique
Prescription,Other,Ophthalmic,Latanoprost,Xalatan
Prescription,Other,Ophthalmic,Timolol (ophthalmic),Timoptic
Prescription,Other,Ophthalmic,Brimonidine (ophthalmic),Alphagan P
Prescription,Other,Ophthalmic,Dorzolamide (ophthalmic),Trusopt
Prescription,Other,Ophthalmic,Dorzolamide/Timolol,Cosopt
Prescription,Other,Ophthalmic,Brinzolamide (ophthalmic),Azopt
Prescription,Other,Ophthalmic,Travoprost (ophthalmic),Travatan Z
Prescription,Other,Ophthalmic,Bimatoprost (ophthalmic),Lumigan
Prescription,Other,Ophthalmic,Cyclosporine (ophthalmic),Restasis
Prescription,Other,Ophthalmic,Cyclosporine (ophthalmic),Cequa
Prescription,Other,Ophthalmic,Lifitegrast (ophthalmic),Xiidra
Prescription,Other,Urologics,Mirabegron,Myrbetriq
Prescription,Other,Urologics,Tolterodine,Detrol
Prescription,Other,Urologics,Tolterodine,Detrol LA
Prescription,Other,Urologics,Solifenacin,Vesicare
Prescription,Other,Urologics,Darifenacin,Enablex
Prescription,Other,Urologics,Trospium,Sanctura
Prescription,Other,Urologics,Fesoterodine,Toviaz
Prescription,Other,Urologics,Phenazopyridine,Pyridium
Prescription,Other,Urologics,Dutasteride,Avodart
Prescription,Pain Treatment,Analgesics,Acetaminophen,Tylenol
Prescription,Pain Treatment,Analgesics,Ibuprofen,Advil
Prescription,Pain Treatment,Analgesics,Ibuprofen,Motrin
Prescription,Pain Treatment,Analgesics,Naproxen,Aleve
Prescription,Pain Treatment,Analgesics,Naproxen,Naprosyn
Prescription,Pain Treatment,Analgesics,Naproxen,Anaprox
Prescription,Pain Treatment,Analgesics,Celecoxib,Celebrex
Prescription,Pain Treatment,Analgesics,Diclofenac,Voltaren
Prescription,Pain Treatment,Analgesics,Diclofenac,Cataflam
Prescription,Pain Treatment,Analgesics,Diclofenac,Zipsor
Prescription,Pain Treatment,Analgesics,Diclofenac,Zorvolex
Prescription,Pain Treatment,Analgesics,Indomethacin,Indocin
Prescription,Pain Treatment,Analgesics,Indomethacin,Tivorbex
Prescription,Pain Treatment,Analgesics,Ketorolac,Toradol
Prescription,Pain Treatment,Analgesics,Meloxicam,Mobic
Prescription,Pain Treatment,Analgesics,Meloxicam,Vivlodex
Prescription,Pain Treatment,Analgesics,Hydrocodone/Acetaminophen,Norco
Prescription,Pain Treatment,Analgesics,Hydrocodone/Acetaminophen,Vicodin
Prescription,Pain Treatment,Analgesics,Hydrocodone/Acetaminophen,Lorcet
Prescription,Pain Treatment,Analgesics,Oxycodone,OxyContin
Prescription,Pain Treatment,Analgesics,Oxycodone,Oxaydo
Prescription,Pain Treatment,Analgesics,Oxycodone,RoxyBond
Prescription,Pain Treatment,Analgesics,Oxycodone,Xtampza ER
Prescription,Pain Treatment,Analgesics,Morphine,MS Contin
Prescription,Pain Treatment,Analgesics,Morphine,Kadian
Prescription,Pain Treatment,Analgesics,Morphine,Avinza
Prescription,Pain Treatment,Analgesics,Fentanyl,Duragesic
Prescription,Pain Treatment,Analgesics,Fentanyl,Actiq
Prescription,Pain Treatment,Analgesics,Fentanyl,Fentora
Prescription,Pain Treatment,Analgesics,Fentanyl,Subsys
Prescription,Pain Treatment,Analgesics,Fentanyl,Lazanda
Prescription,Pain Treatment,Analgesics,Tramadol,Ultram
Prescription,Pain Treatment,Analgesics,Tramadol,ConZip
Prescription,Pain Treatment,Analgesics,Codeine,
Prescription,Pain Treatment,Analgesics,Buprenorphine,Butrans
Prescription,Pain Treatment,Analgesics,Buprenorphine,Belbuca
Prescription,Pain Treatment,Analgesics,Buprenorphine,Subutex
Prescription,Pain Treatment,Analgesics,Methadone,Dolophine
Prescription,Pain Treatment,Analgesics,Methadone,Methadose
Prescription,Pain Treatment,Analgesics,Aspirin,Bayer Aspirin
Prescription,Pain Treatment,Analgesics,Aspirin,Ecotrin
Prescription,Pain Treatment,Analgesics,Etodolac,Lodine
Prescription,Pain Treatment,Analgesics,Piroxicam,Feldene
Prescription,Pain Treatment,Analgesics,Nabumetone,Relafen
Prescription,Pain Treatment,Analgesics,Oxycodone/Acetaminophen,Percocet
Prescription,Pain Treatment,Analgesics,Oxycodone/Acetaminophen,Endocet
Prescription,Pain Treatment,Analgesics,Oxycodone/Acetaminophen,Xartemis XR
Prescription,Pain Treatment,Muscle Relaxants,Cyclobenzaprine,Flexeril
Prescription,Pain Treatment,Muscle Relaxants,Cyclobenzaprine,Amrix
Prescription,Pain Treatment,Muscle Relaxants,Cyclobenzaprine,Fexmid
Prescription,Pain Treatment,Muscle Relaxants,Tizanidine,Zanaflex
Prescription,Pain Treatment,Muscle Relaxants,Baclofen,Lioresal
Prescription,Pain Treatment,Muscle Relaxants,Methocarbamol,Robaxin
Prescription,Stomach - Digestion,Proton Pump Inhibitors,Omeprazole,Prilosec
Prescription,Stomach - Digestion,Proton Pump Inhibitors,Pantoprazole,Protonix
Prescription,Stomach - Digestion,Proton Pump Inhibitors,Esomeprazole,Nexium
Prescription,Stomach - Digestion,Proton Pump Inhibitors,Lansoprazole,Prevacid
Prescription,Stomach - Digestion,Proton Pump Inhibitors,Dexlansoprazole,Dexilant
Prescription,Stomach - Digestion,Proton Pump Inhibitors,Rabeprazole,Aciphex
Prescription,Stomach - Digestion,H2 Blockers,Famotidine,Pepcid
Prescription,Stomach - Digestion,H2 Blockers,Ranitidine,
Prescription,Stomach - Digestion,H2 Blockers,Nizatidine,Axid
Prescription,Stomach - Digestion,H2 Blockers,Cimetidine,Tagamet
Prescription,Stomach - Digestion,Gastrointestinal,Polyethylene glycol 3350,MiraLAX
Prescription,Stomach - Digestion,Gastrointestinal,Senna,Senokot
Prescription,Stomach - Digestion,Gastrointestinal,Docusate,Colace
Prescription,Stomach - Digestion,Gastrointestinal,Bisacodyl,Dulcolax
Prescription,Stomach - Digestion,Gastrointestinal,Lactulose,Constulose
Prescription,Stomach - Digestion,Gastrointestinal,Lactulose,Kristalose
Prescription,Stomach - Digestion,Gastrointestinal,Lactulose,Enulose
Prescription,Stomach - Digestion,Gastrointestinal,Linaclotide,Linzess
Prescription,Stomach - Digestion,Gastrointestinal,Plecanatide,Trulance
Prescription,Stomach - Digestion,Gastrointestinal,Lubiprostone,Amitiza
Prescription,Stomach - Digestion,Gastrointestinal,Psyllium,Metamucil
Prescription,Stomach - Digestion,Gastrointestinal,Loperamide,Imodium
Prescription,Stomach - Digestion,Gastrointestinal,Sucralfate,Carafate
Prescription,Stomach - Digestion,Gastrointestinal,Metoclopramide,Reglan
Prescription,Stomach - Digestion,Gastrointestinal,Dicyclomine,Bentyl
Prescription,Stomach - Digestion,Gastrointestinal,Hyoscyamine,Levsin
Prescription,Stomach - Digestion,Gastrointestinal,Hyoscyamine,Anaspaz
Prescription,Stomach - Digestion,Gastrointestinal,Eluxadoline,Viberzi
Prescription,Stomach - Digestion,Gastrointestinal,Rifaximin,Xifaxan
Prescription,Stomach - Digestion,Gastrointestinal,Mesalamine (oral),Asacol HD
Prescription,Stomach - Digestion,Gastrointestinal,Mesalamine (oral),Lialda
Prescription,Stomach - Digestion,Gastrointestinal,Mesalamine (oral),Apriso
Prescription,Stomach - Digestion,Gastrointestinal,Mesalamine (oral),Pentasa
Prescription,Stomach - Digestion,Gastrointestinal,Mesalamine (oral),Delzicol
Prescription,Stomach - Digestion,Gastrointestinal,Mesalamine (rectal),Canasa
Prescription,Stomach - Digestion,Gastrointestinal,Mesalamine (rectal),Rowasa
Prescription,Stomach - Digestion,Gastrointestinal,Sulfasalazine,Azulfidine
Prescription,Stomach - Digestion,Gastrointestinal,Budesonide EC,Entocort EC
Prescription,Stomach - Digestion,Gastrointestinal,Budesonide EC,Uceris
Prescription,Thyroid,Thyroid Hormone Replacement,Levothyroxine,Synthroid
Prescription,Thyroid,Thyroid Hormone Replacement,Levothyroxine,Levoxyl
Prescription,Thyroid,Thyroid Hormone Replacement,Levothyroxine,Tirosint
Prescription,Thyroid,Thyroid Hormone Replacement,Levothyroxine,Unithroid
Prescription,Thyroid,Thyroid Hormone Replacement,Liothyronine,Cytomel
Prescription,Thyroid,Thyroid Hormone Replacement,Desiccated thyroid extract,Armour Thyroid
Prescription,Thyroid,Thyroid Hormone Replacement,Desiccated thyroid extract,NP Thyroid
Prescription,Urology - Kidney,Urologics/ED,Sildenafil,Viagra
Prescription,Urology - Kidney,Urologics/ED,Sildenafil,Revatio
Prescription,Urology - Kidney,Urologics/ED,Tadalafil,Cialis
Prescription,Urology - Kidney,Urologics/ED,Tadalafil,Adcirca
Prescription,Urology - Kidney,Urologics/ED,Vardenafil,Levitra
Prescription,Urology - Kidney,Urologics/ED,Vardenafil,Staxyn
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Lisinopril,Zestril
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Lisinopril,Prinivil
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Lisinopril,Qbrelis
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Enalapril,Vasotec
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Enalapril,Epaned
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Ramipril,Altace
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Benazepril,Lotensin
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Quinapril,Accupril
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Fosinopril,Monopril
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Captopril,Capoten
Prescription,Blood Pressure,Name ends in -pril (ACE Inhibitors),Trandolapril,Mavik
